user,total_emails,total_attachments,avg_email_size,off_hour_emails,weekend_emails,employee_name,user_id,O,C,E,A,N
KBL0260,3014,0,30228.652289316524,473,0,Kermit Beau Leach,KBL0260,16,15,48,16,32
KBP0008,9145,4575,29927.389721159103,2254,0,Kirby Bo Pollard,KBP0008,23,18,40,11,34
KBS0874,5062,3563,29951.893322797314,914,0,Kay Brynne Spears,KBS0874,23,39,37,33,29
KCB0815,3061,599,29839.639986932376,622,0,Kaden Chastity Briggs,KCB0815,16,40,18,36,31
KCF0045,3654,1177,29966.67159277504,943,0,Kendall Ciaran Frank,KCF0045,40,39,16,27,31
KCO0122,3033,1872,29939.500824266404,620,0,Kermit Coby Oliver,KCO0122,30,32,26,38,33
KCS0173,4679,3098,29892.7991023723,1007,0,Kenyon Chancellor Sharpe,KCS0173,39,20,50,20,30
KDS0349,4745,0,29857.746680716544,741,0,Kim Dara Sullivan,KDS0349,18,23,20,32,29
KDT0346,1003,733,29512.930209371883,207,0,Kibo Dolan Turner,KDT0346,36,41,10,22,33
KES0729,5014,2790,29916.332867969686,698,0,Kylie Elizabeth Santos,KES0729,20,10,24,45,31
KJA0152,3687,0,30118.106048277732,299,0,Kimberley Joy Anderson,KJA0152,16,16,39,38,34
KJG0910,991,366,30400.83350151362,0,0,Kermit Jonas Gould,KJG0910,37,10,31,18,29
KJJ0293,333,316,29943.14714714715,6,0,Kirk Jakeem Joyce,KJJ0293,41,42,23,39,33
KJM0887,1005,695,30238.216915422887,0,0,Kibo Josiah Murray,KJM0887,31,47,14,16,32
KJP0371,3700,2713,29843.61945945946,407,0,Kyla Jocelyn Porter,KJP0371,36,21,25,15,30
KJS0618,5059,1963,30218.49812215853,698,0,Kay Janna Snider,KJS0618,19,15,20,10,37
KJW0416,3037,0,29920.06387882779,373,0,Katell Jasmine Wiggins,KJW0416,50,46,39,41,30
KKC0683,3054,0,29881.929927963327,69,0,Kessie Kay Cooper,KKC0683,32,37,37,48,35
KKS0119,4684,3436,29747.16737830914,1048,0,Kimberley Kiona Sosa,KKS0119,15,28,39,33,27
KKW0879,5158,1229,29904.63997673517,729,372,Keane Kennan Watts,KKW0879,36,42,21,31,27
KLH0596,279,85,30431.444444444445,13,0,Kasper Lance Huffman,KLH0596,30,10,35,12,29
KLM0639,1018,0,29608.371316306482,241,0,Katelyn Lani Murray,KLM0639,20,15,24,40,26
KMB0922,3027,1726,30161.251734390487,486,0,Keegan Marvin Benson,KMB0922,43,43,17,24,27
KMS0657,1006,0,30248.97912524851,255,0,Kay Maxine Skinner,KMS0657,17,31,21,17,29
KMW0545,3025,1839,30083.88859504132,464,0,Keely Mollie Weiss,KMW0545,19,16,18,23,32
KNB0022,3646,1498,29887.80032912781,883,0,Keane Nicholas Blevins,KNB0022,22,38,45,16,30
KNG0672,2611,973,29754.761394101875,420,0,Kasimir Nehru Galloway,KNG0672,21,40,18,20,27
KNW0644,1015,370,30269.34384236453,212,0,Keiko Naida Webb,KNW0644,15,20,23,15,25
KPC0073,1311,925,29806.74599542334,178,0,Kareem Porter Collins,KPC0073,44,30,11,16,23
KPP0452,341,130,29569.387096774193,33,0,Kai Penelope Peck,KPP0452,44,46,44,16,19
KPR0497,5028,3714,29795.256364359586,653,0,Kirk Palmer Rosales,KPR0497,50,43,43,20,29
KQC0708,336,0,30999.66964285714,56,0,Kevyn Quin Charles,KQC0708,34,18,39,42,23
KQS0415,3032,1224,30273.4614116095,397,0,Kane Quinlan Stevenson,KQS0415,35,42,13,14,34
KRG0158,3710,1317,30110.483827493263,934,0,Kenyon Raja Galloway,KRG0158,34,38,42,14,27
KRL0062,3691,0,30107.255215388785,879,0,Keaton Ronan Leonard,KRL0062,37,16,17,20,33
KRL0501,3871,0,29971.57220356497,458,0,Kirby Ruby Lyons,KRL0501,18,27,23,28,26
KRM0541,3022,688,29996.55890138981,385,0,Kimberley Roary Maldonado,KRM0541,40,20,38,36,23
KRV0372,3711,2410,29972.502559956883,440,0,Kennedy Robert Vega,KRV0372,40,39,25,35,32
KSH0569,2998,2194,30032.897598398933,49,0,Kameko Signe Harrison,KSH0569,15,39,23,14,22
KSP0357,2496,1004,29929.71113782051,373,0,Kennedy Shad Parker,KSP0357,41,40,29,19,24
KSP0966,333,0,28846.273273273273,84,0,Kenneth Steel Porter,KSP0966,42,36,19,24,35
KTG0091,2992,1022,29931.117312834223,668,0,Kendall Thaddeus Glover,KTG0091,46,41,16,15,29
KVS0425,3014,1179,29802.257465162576,331,0,Kirestin Vanna Sykes,KVS0425,20,19,21,30,35
KVT0028,3041,1163,29921.485037816507,454,0,Kessie Vielka Trevino,KVT0028,44,20,35,19,37
KWC0004,8997,1811,29790.956874513726,1317,0,Kai Wynne Craft,KWC0004,23,38,39,20,27
KWE0082,3028,1889,30101.321334214004,404,0,Kane Walter Eaton,KWE0082,38,43,19,48,35
LAF0991,3025,2570,30018.599338842974,610,0,Lucas Ahmed Ferrell,LAF0991,40,39,36,22,34
LAM0911,4728,1719,29760.406725888326,820,0,Lillith Adena Matthews,LAM0911,42,43,27,38,22
LAP0338,1420,279,30193.412676056338,326,398,Lynn Adena Pratt,LAP0338,42,23,33,45,31
LBC0356,3696,2586,30267.594696969696,416,0,Logan Branden Cherry,LBC0356,40,30,40,21,41
LBF0214,6135,3348,29886.143113284434,1389,1399,Leslie Briar Fields,LBF0214,18,44,18,38,28
LBH0942,3918,793,30037.760336906584,916,914,Lyle Brady Hayes,LBH0942,40,42,23,30,29
LCB0664,4697,2383,30004.939110070256,526,0,Lysandra Chastity Brennan,LCB0664,16,19,36,24,32
LCC0819,1413,0,29988.527246992217,381,0,Leslie Cassandra Colon,LCC0819,32,14,11,15,27
LCD0622,4977,0,30298.42314647378,719,0,Leo Chaney Daugherty,LCD0622,30,26,13,14,26
LDB0090,3657,730,29909.391577796006,747,0,Lani Dai Beard,LDB0090,40,14,39,41,34
LDD0560,400,276,30579.6675,7,71,Leslie Denise Dillon,LDD0560,25,43,39,26,35
LDG0459,332,205,29945.268072289156,39,0,Lacota Dahlia Good,LDG0459,20,41,10,50,34
LDM0587,335,67,29884.907462686566,26,0,Lila Dana Mcintyre,LDM0587,49,20,23,21,26
LEM0605,4958,2053,29858.37172246874,656,0,Leo Elmo Monroe,LEM0605,46,50,40,39,26
LFS0071,3061,0,29831.94903626266,390,0,Lamar Francis Scott,LFS0071,48,31,14,17,25
LHB0606,1161,514,29817.20844099914,159,0,Louis Hyatt Bruce,LHB0606,37,38,15,27,27
LHB0967,330,0,29489.512121212123,60,0,Leo Hasad Byrd,LHB0967,37,38,41,47,33
LHL0309,4981,1605,30044.143344709897,1001,0,Lacota Hilda Lindsey,LHL0309,19,34,27,46,37
LHN0151,1680,359,29842.465476190475,148,0,Lacota Helen Nash,LHN0151,13,15,19,32,26
LIM0674,3071,1776,30108.362097036796,570,72,Leah Idola Moran,LIM0674,18,13,35,49,20
LJB0826,336,164,30141.645833333332,50,0,Laith Jason Britt,LJB0826,38,21,39,15,32
LJJ0905,1026,688,29878.188109161794,0,0,Lionel Jasper Johnston,LJJ0905,43,36,12,22,30
LJR0523,480,389,30106.829166666666,8,0,Lavinia Justine Richmond,LJR0523,32,21,11,33,25
LJT0817,3024,2271,30083.422288359787,611,0,Luke Jacob Talley,LJT0817,39,43,38,39,24
LLV0602,5058,888,30096.679715302493,764,0,Lee Lacey Velez,LLV0602,36,10,36,37,33
LMF0980,3690,2699,30183.98970189702,877,0,Leonard Malachi Floyd,LMF0980,42,45,12,44,35
LNR0656,1015,0,30079.712315270936,229,0,Lacey Nomlanga Rasmussen,LNR0656,25,39,12,30,23
LNS0989,3037,2264,29994.68719130721,447,0,Lamar Nissim Strickland,LNS0989,34,38,45,30,31
LOF0311,5030,2085,30130.388270377734,851,0,Lionel Omar Fisher,LOF0311,41,15,36,10,32
LOM0086,1237,626,30564.402586903798,259,0,Lane Oleg Mclaughlin,LOM0086,18,10,34,23,33
LPC0492,5075,2632,30017.718620689655,530,0,Lenore Piper Cardenas,LPC0492,30,23,22,30,26
LPH0572,36,39,29516.0,1,0,Lunea Priscilla Hardy,LPH0572,40,13,17,38,36
LQC0479,2853,0,30039.37504381353,325,0,Leilani Quail Callahan,LQC0479,27,38,34,17,36
LQP0508,991,549,30558.52270433905,13,0,Lester Quamar Pearson,LQP0508,26,44,21,40,27
LRR0148,5427,2719,29983.169522756587,1188,671,Libby Rosalyn Richard,LRR0148,21,19,14,14,29
LRW0970,337,232,30325.516320474777,79,0,Lilah Renee Wagner,LRW0970,10,26,39,22,28
LTS0860,5096,1026,30198.354788069075,835,0,Leila Tallulah Steele,LTS0860,48,20,29,20,31
LUR0896,867,200,30090.048442906573,0,0,Leonard Uriel Ramos,LUR0896,15,11,47,43,28
MAD0496,1727,313,30139.641574985522,199,339,Martin Armand Douglas,MAD0496,34,30,40,42,24
MAD0753,5049,1699,29838.52129134482,673,0,Mallory Alexis Daniel,MAD0753,50,30,36,41,33
MAE0331,1022,367,29966.633072407047,171,0,Magee Ashton Evans,MAE0331,36,39,18,12,28
MAH0149,3720,2546,30192.79758064516,402,0,Myles August Heath,MAH0149,41,39,38,27,40
MAH0864,5046,1990,29817.77606024574,789,0,Malik Adrian Hebert,MAH0864,30,46,25,20,25
MAR0955,284,0,29646.665492957745,57,0,Micah Abdul Rojas,MAR0955,36,44,23,44,25
MAS0025,2706,0,30027.00628233555,390,0,Melissa Ava Stuart,MAS0025,23,14,20,21,23
MAW0166,4665,0,29858.914469453375,886,0,Meredith Ainsley Wolf,MAW0166,44,16,21,17,34
MBG0438,2009,844,30243.532603285217,262,0,Melvin Brody Garza,MBG0438,38,17,37,16,29
MBJ0312,5053,2868,30022.79912923016,1047,0,Meghan Brianna Jensen,MBJ0312,22,45,49,12,26
MBR0724,338,0,29668.41124260355,52,0,Montana Basia Roberts,MBR0724,33,44,18,35,31
MBW0809,258,181,29637.961240310076,71,0,Marshall Benjamin Wilcox,MBW0809,43,45,44,18,19
MCD0125,1542,845,29669.995460440987,221,305,Mallory Charissa Dixon,MCD0125,36,26,50,22,23
MCF0327,5031,0,29765.574637249058,988,0,Martina Cassandra Fields,MCF0327,39,41,24,44,25
MCF0600,239,48,29836.138075313807,15,40,Maxwell Clark Faulkner,MCF0600,39,49,13,26,27
MCJ0324,4982,1707,29984.78823765556,994,0,Melodie Chantale Joyce,MCJ0324,28,20,40,20,36
MCS0035,4650,0,30132.490322580645,863,0,Mallory Carol Spence,MCS0035,42,17,38,15,33
MCT0720,337,0,30014.293768545995,57,0,Macey Christen Turner,MCT0720,34,12,20,22,37
MDH0580,295,240,28833.613559322035,19,0,Morgan Deborah Hoover,MDH0580,41,37,18,40,31
MDH0686,4020,3422,29893.130348258706,95,946,Maxwell Dante Hutchinson,MDH0686,37,43,31,20,38
MDM0625,5341,1088,30130.434750046807,916,0,Melyssa Deirdre Morgan,MDM0625,18,42,36,27,24
MDM0976,3700,0,29888.601891891893,517,0,Myles Donovan Macias,MDM0976,41,40,38,20,31
MES0407,2998,2274,30170.23448965977,430,0,Minerva Emerald Solomon,MES0407,38,44,25,47,37
MFV0897,996,0,30148.801204819276,0,0,Meredith Florence Valdez,MFV0897,18,13,23,25,33
MGS0974,4073,2418,30044.83672968328,474,364,Mari Gretchen Shaw,MGS0974,17,39,39,40,27
MHA0798,3030,0,29829.5798679868,421,0,Montana Hannah Arnold,MHA0798,11,27,17,22,40
MHG0244,2977,0,30294.92677191804,438,0,Matthew Harper Glass,MHG0244,42,46,21,15,22
MHG0733,4973,0,29868.23366177358,630,0,Maxwell Hammett Green,MHG0733,43,30,24,42,29
MHH0180,805,181,30191.50062111801,136,110,Merrill Hiram Hess,MHH0180,19,41,35,10,29
MIB0904,1014,671,30899.02761341223,0,0,Margaret Illana Burch,MIB0904,22,21,34,38,25
MIC0726,5039,1681,30180.97678110736,637,0,Martin Ivan Cooper,MIC0726,32,41,43,17,23
MIL0255,3036,1118,30372.24209486166,470,0,Mercedes Ina Landry,MIL0255,38,16,39,21,27
MIM0712,339,275,30062.283185840708,51,0,Mariko Ivana Mckee,MIM0712,16,15,39,23,22
MJB0588,372,82,29631.163978494624,25,0,Mikayla Jaden Barron,MJB0588,39,24,15,47,38
MJM0510,1005,755,30216.832835820896,9,0,Macon Joseph Morrison,MJM0510,32,33,22,18,39
MJS0890,1022,740,29742.03228962818,0,0,Mira Jamalia Snow,MJS0890,10,26,16,11,29
MKG0711,337,0,30729.459940652818,67,0,Myra Kay Greer,MKG0711,17,26,43,32,38
MKL0941,2973,0,29858.583249243187,666,0,Madonna Kristen Love,MKL0941,16,26,20,38,30
MKP0861,4983,3538,29717.433674493277,943,0,Macon Kyle Pope,MKP0861,36,42,39,34,29
MKS0204,3682,696,30237.045898967954,670,0,MacKenzie Kristen Stewart,MKS0204,21,30,21,16,31
MKW0441,1011,764,30023.203758654796,139,0,Macy Karleigh Winters,MKW0441,15,25,45,20,34
MLD0755,5065,4025,29951.03790720632,771,0,Meredith Lunea Delaney,MLD0755,24,18,19,43,37
MLG0475,337,195,30170.72403560831,41,0,Melodie Lee Glenn,MLG0475,45,16,18,19,25
MLL0598,335,86,29463.994029850746,34,0,Marcia Lillian Lynn,MLL0598,44,17,23,49,29
MLM0950,404,297,30430.37376237624,105,72,Madison Lydia Morrison,MLM0950,24,20,29,23,36
MLP0668,3034,2504,30006.705339485827,403,0,Medge Liberty Petersen,MLP0668,40,17,16,43,33
MMB0488,4439,1538,29842.502140121647,533,0,Maggy Melissa Burt,MMB0488,21,18,16,24,27
MMG0943,2999,2382,29796.358786262088,604,0,MacKensie Mara Grant,MMG0943,23,27,28,34,26
MNC0717,338,243,29986.476331360947,65,0,Mufutau Nehru Contreras,MNC0717,30,37,22,22,34
MNR0829,331,135,29601.19335347432,49,0,Maryam Nelle Ruiz,MNR0829,41,33,40,15,23
MNS0224,3688,1432,30015.034978308027,842,0,Medge Nichole Sims,MNS0224,46,21,22,45,30
MOH0273,3463,654,30325.18538839157,731,462,Macaulay Otto Hopkins,MOH0273,39,40,47,50,26
MOP0763,995,0,29745.626130653265,109,0,Merritt Oliver Phelps,MOP0763,43,41,22,20,33
MOS0047,1892,1532,29938.729386892177,409,0,Mariko Olga Snyder,MOS0047,49,39,24,34,23
MPM0220,2307,530,30407.594278283486,496,0,Meghan Phoebe Macias,MPM0220,35,20,42,22,20
MPT0376,3195,1609,30287.90015649452,535,149,Meredith Pamela Tanner,MPT0376,19,37,41,48,35
MSD0939,2993,617,29874.360841964583,686,0,Miriam Shoshana Donovan,MSD0939,24,37,15,42,31
MSG0839,335,77,29517.077611940298,44,0,Malcolm Sebastian Garrison,MSG0839,42,46,19,39,29
MSH0040,2711,2166,30088.07893766138,571,0,Megan Simone Hess,MSH0040,41,11,44,27,31
MSO0222,2546,0,30137.957187745484,455,0,Medge Serina Obrien,MSO0222,32,12,39,46,28
MSS0001,12034,1994,30031.570633205916,2566,0,Mona Susan Shannon,MSS0001,21,44,24,45,19
MSZ0310,5011,1846,29928.526641388944,907,0,Molly Sacha Zimmerman,MSZ0310,24,38,18,31,29
MTB0620,5042,3628,29916.561483538277,713,0,Malachi Thor Butler,MTB0620,38,44,41,50,28
MTT0901,82,86,29655.865853658535,0,0,Mohammad Taylor Terrell,MTT0901,41,34,30,40,30
MVB0515,1000,769,29769.644,17,0,Mallory Virginia Bender,MVB0515,38,14,33,31,28
MVF0594,335,0,30450.137313432835,24,0,Mohammad Vladimir Farrell,MVF0594,35,38,33,44,36
MVH0373,701,343,30163.74607703281,69,0,Madonna Veronica Hardy,MVH0373,44,19,20,21,25
MYD0978,2687,910,29986.7372534425,335,0,Mark Yardley Dunlap,MYD0978,39,32,36,13,32
NAB0801,3028,596,29941.896631439893,378,0,Nelle April Bowen,NAB0801,28,34,10,41,29
NAB0903,1063,0,30077.154280338666,0,0,Noah Andrew Beck,NAB0903,44,30,19,30,37
NAF0033,4678,1547,30258.117357845233,877,0,Nicolas Alvin Fitzpatrick,NAF0033,34,40,19,35,29
NAF0326,7121,4263,29944.037494733886,1409,1597,Nichole Azalia Frye,NAF0326,33,15,25,20,30
NAH0503,5750,3334,29756.869043478262,617,617,Nicole Aurelia Hanson,NAH0503,33,17,23,35,38
NAR0981,3022,2328,30001.73461283918,534,0,Nigel Addison Rios,NAR0981,39,39,16,50,36
NBC0412,3367,2191,29793.865458865457,388,0,Nyssa Britanney Carver,NBC0412,14,25,18,18,31
NBH0256,3022,2009,29722.228325612177,594,0,Nicolas Brandon Hendrix,NBH0256,41,43,14,21,22
NCE0097,3032,562,30102.6536939314,500,0,Nehru Cyrus Everett,NCE0097,48,36,20,11,35
NCH0179,3707,2447,30128.814135419478,665,0,Nina Camille Hodges,NCH0179,17,12,40,17,25
NCK0295,334,0,29882.032934131737,5,0,Noble Clinton Klein,NCK0295,31,30,38,36,34
NCK0421,2995,0,29719.63305509182,413,0,Nash Conan Knight,NCK0421,40,41,18,43,24
NCO0666,3028,1865,29911.281704095112,491,0,Nicholas Cade Owen,NCO0666,40,45,10,12,31
NDM0417,3044,2413,30234.69349540079,367,0,Noble Devin Mack,NDM0417,44,36,50,12,34
NGC0058,3713,1858,30023.042553191488,488,696,Nadine Gay Cross,NGC0058,44,45,39,15,27
NGF0157,3540,1746,29724.387288135593,944,449,Nissim Gil French,NGF0157,45,38,22,46,32
NGO0690,3017,1533,29781.313225058006,63,0,Nigel Gareth Ochoa,NGO0690,43,41,41,17,24
NHE0919,3037,2272,29655.629897925584,441,0,Nigel Harrison Estrada,NHE0919,25,16,32,21,24
NHH0185,1006,210,29983.288270377732,217,0,Nathaniel Hunter Heath,NHH0185,41,43,19,21,33
NIH0969,330,199,29832.251515151514,82,0,Naida Imelda Hughes,NIH0969,43,25,43,22,22
NJB0243,3045,583,30084.496880131363,418,0,Norman Jackson Beck,NJB0243,23,35,37,24,34
NJC0705,337,72,30137.75074183976,53,0,Nicolas James Cantu,NJC0705,43,39,29,36,31
NKH0807,3028,1093,30169.418428005283,645,0,Nicolas Kadeem Hayden,NKH0807,45,44,40,22,20
NKH0979,3735,3022,30028.79812583668,798,0,Nathan Kenneth Hicks,NKH0979,30,39,42,22,35
NKP0236,2993,609,30109.24858002005,386,0,Nicholas Kato Pennington,NKP0236,45,41,19,40,31
NLO0131,335,0,30499.08358208955,3,0,Nevada Leilani Ortega,NLO0131,19,13,46,40,29
NMB0972,336,64,29753.223214285714,82,0,Naomi Meredith Baxter,NMB0972,45,22,17,20,29
NMC0486,5044,0,29974.959159397305,628,0,Nicole Macey Craig,NMC0486,42,10,23,21,27
NMF0780,1000,790,30052.357,100,0,Noble Merrill Fuller,NMF0780,44,38,36,20,34
NMG0766,1002,224,29934.799401197604,88,0,Nichole Melodie Gilbert,NMG0766,16,23,42,40,31
NMS0280,1260,657,29957.58095238095,0,247,Nell Mari Schneider,NMS0280,39,42,26,37,27
NNA0610,5045,0,30074.930227948465,517,0,Nola Nerea Ayala,NNA0610,21,35,18,43,26
NNS0059,3033,1968,30029.794592812395,405,0,Noah Nathan Shaffer,NNS0059,42,23,48,23,25
NOB0181,1368,788,30175.75950292398,291,351,Nevada Odette Bass,NOB0181,31,21,21,41,25
NRD0548,2635,0,30101.57229601518,382,0,Nissim Rafael Delacruz,NRD0548,41,37,41,15,31
NRF0137,334,0,30025.074850299403,2,0,Noel Reagan Foster,NRF0137,10,49,38,17,32
NRO0768,941,170,29968.22422954304,101,0,Nora Regina Oconnor,NRO0768,18,18,41,25,36
NSC0597,333,228,29838.58258258258,18,0,Neve Sarah Crane,NSC0597,19,13,11,44,31
NSS0876,4962,0,29597.75392986699,758,0,Natalie Sheila Santiago,NSS0876,26,20,25,42,31
NUL0471,333,226,29421.063063063062,42,0,Nero Uriel Little,NUL0471,35,38,38,26,37
NWK0215,5547,3678,30176.109789075177,1064,1174,Noelani Wynter Kennedy,NWK0215,21,19,45,18,24
NWT0098,2829,1120,29976.265111346765,614,0,Nehru Wyatt Tate,NWT0098,35,39,26,36,33
OBH0499,6229,3589,30088.707176111737,830,1170,Orson Barrett Houston,OBH0499,35,18,41,16,34
OCB0805,3028,683,29993.67206076618,336,0,Oren Curran Brady,OCB0805,37,33,42,16,18
OCS0865,5347,3925,30101.750888348608,1004,0,Oren Clinton Sharpe,OCS0865,29,24,43,35,32
OHC0973,334,0,30093.739520958083,72,0,Otto Hedley Chase,OHC0973,42,24,42,17,35
OJK0233,3041,1106,30174.929299572508,367,0,Octavius Judah Kirby,OJK0233,40,36,14,22,33
OKB0439,3044,2321,30326.454664914585,394,0,Oleg Kane Britt,OKB0439,41,42,30,25,27
OKC0107,3007,1117,29662.202859993347,0,0,Octavius Kelly Castaneda,OKC0107,32,40,16,47,35
OLB0749,1444,0,29655.560941828255,218,0,Oscar Laith Berger,OLB0749,43,35,20,39,36
OLF0504,5032,0,29868.25,595,0,Oliver Logan Fowler,OLF0504,41,43,20,41,31
OLW0689,3025,2217,30020.87438016529,86,0,Owen Len Wheeler,OLW0689,22,25,40,35,27
OMM0944,336,0,31058.145833333332,73,0,Octavia May Maddox,OMM0944,17,14,27,21,29
OMS0101,3022,1024,29961.405360688284,602,0,Ocean Maite Summers,OMS0101,20,12,21,22,29
ONL0276,3018,701,29952.048045062955,653,0,Octavia Nora Leblanc,ONL0276,48,46,17,41,20
ONW0083,3002,1067,30071.42838107928,460,0,Oscar Nolan Wooten,ONW0083,46,30,25,30,26
OQH0183,1004,206,30152.73605577689,162,0,Olivia Quynn Hardy,OQH0183,34,38,18,33,23
ORB0473,333,228,30214.285285285285,44,0,Owen Ross Burks,ORB0473,38,44,46,38,38
ORG0339,1023,211,29510.64907135875,197,0,Olivia Rose Galloway,ORG0339,50,28,46,47,20
ORM0669,3019,1998,30258.93872143094,530,0,Orla Ruth Mckenzie,ORM0669,44,39,28,39,36
OSH0655,1014,414,30520.57889546351,204,0,Olympia Shafira Harrison,OSH0655,16,21,42,39,28
OYM0026,2994,593,30282.242150968603,0,0,Orla Yolanda Middleton,OYM0026,23,26,18,36,28
PAD0773,1012,192,30463.258893280632,122,0,Patience Audrey Douglas,PAD0773,36,21,14,16,38
PBP0002,3629,0,29987.10388536787,697,0,Price Bevis Pittman,PBP0002,49,35,23,10,27
PDH0716,337,302,29391.091988130564,70,0,Phelan Dieter Hendricks,PDH0716,40,16,14,10,24
PDW0259,2998,550,29980.995330220147,577,0,Patricia Denise Wright,PDW0259,43,32,38,36,33
PES0085,3694,2898,30059.30887926367,732,0,Patricia Emily Salazar,PES0085,35,24,18,30,22
PEV0323,5304,3344,29951.89083710407,1101,0,Plato Ethan Valdez,PEV0323,47,34,40,22,29
PGC0066,3676,1499,30159.979053318824,522,0,Prescott Giacomo Conley,PGC0066,32,39,28,43,26
PGH0184,673,566,29343.961367013373,161,0,Peter Gil Harrington,PGH0184,30,35,33,22,25
PGO0433,2993,1257,29978.718008686938,528,0,Pearl Georgia Owen,PGO0433,44,40,19,46,35
PID0426,3001,1843,30010.551149616793,420,0,Portia Illana David,PID0426,43,19,39,44,23
PIS0522,994,782,30107.61871227364,6,0,Paula Isabelle Santiago,PIS0522,44,26,48,40,35
PKB0281,3021,0,30207.17279046673,0,0,Preston Kennan Burns,PKB0281,39,12,44,26,25
PKB0429,3022,995,29583.395433487756,493,0,Philip Keith Barron,PKB0429,34,42,43,40,22
PLH0715,332,118,30107.448795180724,46,0,Penelope Lysandra Hayes,PLH0715,42,37,19,37,29
PLH0862,5044,0,29923.866177636795,742,0,Prescott Laith Harding,PLH0862,32,37,25,16,32
PMC0328,1003,665,30123.50249252243,204,0,Penelope Montana Colon,PMC0328,20,43,10,36,33
PMJ0564,3014,2215,30069.367617783675,54,0,Paula Madaline Jackson,PMJ0564,30,21,40,14,39
PMV0850,340,71,30156.979411764707,40,0,Priscilla Martha Vinson,PMV0850,23,39,12,42,23
PNH0761,992,250,30191.030241935485,98,0,Phelan Nissim Howell,PNH0761,36,49,27,32,30
PNL0301,164,69,28668.158536585364,1,0,Philip Nathan Logan,PNL0301,50,43,30,43,31
POB0343,1009,0,30155.509415262637,156,0,Preston Odysseus Bryan,POB0343,46,19,44,27,34
PPF0435,2759,560,30268.41718013773,482,0,Preston Plato Fischer,PPF0435,42,17,48,24,27
PRM0740,4999,0,30151.738347669532,658,0,Price Rashad Mullen,PRM0740,45,40,45,42,27
PSF0133,200,0,28463.945,4,0,Piper Sasha Fuentes,PSF0133,42,40,11,36,33
PTH0552,3018,1423,30259.58482438701,429,0,Philip Travis Hartman,PTH0552,20,13,32,20,28
PTH0830,411,83,29810.087591240877,65,72,Peter Tad Hartman,PTH0830,43,44,42,43,34
QCH0110,884,0,30333.50226244344,0,0,Quinn Coby Hays,QCH0110,34,35,17,37,27
QJR0688,3532,2195,29861.11806342016,71,126,Quyn Jolie Rosario,QJR0688,19,18,22,26,35
QNF0205,3670,612,29940.75068119891,770,0,Quentin Nolan Fitzpatrick,QNF0205,35,41,22,21,29
QNP0216,3710,0,29936.84770889488,896,0,Quemby Nita Pollard,QNP0216,19,35,39,26,34
QOS0878,1547,1109,29826.908855850033,237,349,Quynn Odessa Sanford,QOS0878,18,12,20,16,29
QPM0727,4991,0,30017.345622119814,798,0,Quincy Preston Moses,QPM0727,43,40,18,34,34
QRM0739,5400,3135,29892.929074074073,892,0,Quail Rana Mclean,QRM0739,33,11,26,29,30
QSV0778,1011,0,30140.233432245303,98,0,Quintessa Shana Vance,QSV0778,17,23,36,35,33
RAB0589,191,124,29687.659685863873,19,0,Raymond Arsenio Blackwell,RAB0589,36,35,26,14,31
RAG0275,2993,1259,30068.167724690946,625,0,Rashad Aristotle Guerrero,RAG0275,23,38,35,41,32
RAH0440,3024,0,29956.991071428572,362,0,Rashad August Hatfield,RAH0440,18,15,43,16,24
RAM0447,432,267,29400.090277777777,62,94,Ramona Alma Moses,RAM0447,35,12,23,45,39
RAR0725,176,45,30151.761363636364,29,0,Raphael Aristotle Ray,RAR0725,32,32,25,20,35
RAS0432,2984,2215,29744.605898123325,438,0,Robert Aristotle Stevenson,RAS0432,44,47,40,41,16
RAW0915,3490,2019,30087.05759312321,541,398,Robert Ali Webb,RAW0915,43,50,21,43,24
RBB0485,5019,0,30061.905359633394,538,0,Raphael Benjamin Bryan,RBB0485,40,40,35,30,26
RCC0617,5053,0,30010.427864634872,598,0,Rogan Chandler Coffey,RCC0617,33,50,13,12,27
RCP0785,1004,0,30307.46314741036,85,0,Reed Chaim Perkins,RCP0785,42,38,43,30,32
RDM0115,3677,1491,30046.453358716346,695,0,Rina Denise Mcgee,RDM0115,42,17,39,15,30
RDM0150,1679,372,29580.002382370458,174,0,Raven Deirdre Morrison,RDM0150,39,15,37,26,30
RDT0424,3012,1755,30196.11122177955,364,0,Rosalyn Daphne Tillman,RDT0424,38,44,19,34,28
RFP0380,2996,1092,29806.379839786383,523,0,Reuben Fulton Pugh,RFP0380,39,39,20,20,32
RGG0064,1900,1561,29999.63157894737,519,0,Riley Ginger Guy,RGG0064,36,19,20,42,34
RGH0728,4114,1423,29978.319640252794,621,0,Raymond Gray Hyde,RGH0728,19,20,37,18,29
RGN0408,3026,2377,29864.034368803703,355,0,Rhona Germane Nelson,RGN0408,11,21,22,22,32
RHC0335,1006,0,29709.059642147116,195,0,Roth Hu Conner,RHC0335,36,35,40,46,25
RHL0992,1575,926,29850.033015873018,330,0,Rachel Hermione Le,RHL0992,36,10,39,37,36
RHO0732,5015,2629,29953.475373878366,868,0,Risa Hillary Obrien,RHO0732,20,10,21,19,34
RHP0484,5302,905,30280.79536024142,627,0,Randall Hashim Palmer,RHP0484,35,37,24,16,31
RHY0079,6102,1371,30002.29269092101,0,0,Rose Hanae Yates,RHY0079,20,19,14,21,26
