user,total_emails,total_attachments,avg_email_size,off_hour_emails,weekend_emails,employee_name,user_id,O,C,E,A,N,anomaly_label,anomaly_flag,anomaly_score
HTH0007,9116,1458,30042.042123738483,2214,0,Hyatt Trevor Hayes,HTH0007,37,38,41,20,36,-1,1,-0.011420388507286883
HVB0037,5454,1025,29786.51943527686,1054,715,Hollee Vanna Becker,HVB0037,17,42,41,44,26,1,0,0.004703206242694269
HVF0067,3058,2484,30022.30052321779,405,0,Hector Vance Foster,HVF0067,44,35,22,43,41,1,0,0.12980617873669242
HWH0646,1014,804,29905.942800788955,218,0,Hadley Willa Hill,HWH0646,17,24,24,21,28,1,0,0.16021135171877737
HWM0342,1019,234,29930.79587831207,172,0,Hanae Wendy Meyer,HWM0342,45,44,41,39,34,1,0,0.14463105632198847
HWW0436,3331,1944,29945.991293905736,559,0,Hayes William Wheeler,HWW0436,45,37,23,27,33,1,0,0.17396562417540368
HWY0038,1138,252,30147.51933216169,269,0,Howard Wing Yang,HWY0038,47,39,40,22,24,1,0,0.15800203046220485
HXL0968,211,92,30487.74881516588,47,0,Holly Xerxes Lara,HXL0968,45,21,35,40,34,1,0,0.11462175536255509
IAR0694,3481,2437,29904.786268313703,92,498,Imani Aubrey Ray,IAR0694,12,17,44,40,34,1,0,0.029926609057006393
IAT0263,1762,1010,30401.77241770715,394,0,Ivor Amir Tucker,IAT0263,28,23,30,30,27,1,0,0.14955620398891872
IBB0359,3631,2283,30059.51858992013,518,0,Ira Brendan Ball,IBB0359,48,33,21,43,38,1,0,0.12947640450593206
IBB0696,333,182,30369.27627627628,68,0,Isadora Buffy Brewer,IBB0696,47,13,36,16,33,1,0,0.12659106404097603
IBM0671,3342,1928,30067.555056852183,593,0,Ira Benjamin Mays,IBM0671,50,46,38,35,31,1,0,0.13766962451707898
IBP0883,996,666,29919.00702811245,0,0,Iona Brenda Payne,IBP0883,30,25,15,11,17,1,0,0.09702384695832239
IBS0836,359,217,30041.601671309192,61,27,Isadora Blaine Shepherd,IBS0836,10,44,50,38,27,1,0,0.07484732553981649
ICH0294,335,266,30363.483582089557,7,0,Idola Carly Haley,ICH0294,32,27,20,40,26,1,0,0.14703397099365045
ICS0956,244,49,30547.80737704918,48,0,Ivy Charissa Solis,ICS0956,22,20,18,35,26,1,0,0.11783702949211161
IDO0176,5026,0,30095.92817349781,945,0,Ira Dustin Oneill,IDO0176,34,39,40,24,26,1,0,0.13804986392646518
IEB0153,1806,1117,30034.14950166113,165,99,Irma Eugenia Booker,IEB0153,44,25,39,24,36,1,0,0.14945750676372616
IHK0841,336,0,29301.758928571428,44,0,Ivor Herrod Kaufman,IHK0841,35,23,41,28,29,1,0,0.12763915991530012
IIA0092,2992,981,30070.846256684494,659,0,Ingrid Irene Atkins,IIA0092,39,30,42,14,27,1,0,0.1602578534218141
IIL0513,1329,232,30068.68246802107,14,267,Illana Isabelle Lamb,IIL0513,37,13,26,38,34,1,0,0.10127286600108576
IIW0249,3402,691,30052.274838330395,471,346,Igor Ishmael Ward,IIW0249,39,36,43,38,28,1,0,0.12671642119944243
IJM0139,337,0,30220.848664688427,4,0,Irene Jemima Meyers,IJM0139,45,17,15,30,35,1,0,0.12686623214167597
IJM0444,3000,2101,30086.733333333334,473,0,Ian Jonas Morrow,IJM0444,36,35,39,35,26,1,0,0.173478456103077
IJM0776,515,217,30289.271844660198,65,0,Indira Jocelyn Mack,IJM0776,41,35,19,41,32,1,0,0.15452456984620921
IJR0825,338,269,29941.99704142012,48,0,Ivor Jelani Robbins,IJR0825,38,42,39,46,32,1,0,0.1425778529221029
IJW0851,5041,0,29977.065463201747,757,0,Isadora Jael Waters,IJW0851,21,10,10,18,34,1,0,0.07791147415434241
IKP0472,481,404,29820.92307692308,63,139,Ivana Kaitlin Parsons,IKP0472,32,10,37,38,31,1,0,0.0918801954674861
IKR0401,2495,1003,30324.550701402804,376,0,Ivor Kenneth Rollins,IKR0401,40,42,24,16,29,1,0,0.16897914071165288
ILC0838,338,69,30310.866863905325,49,0,Ivan Levi Craig,ILC0838,40,36,42,16,33,1,0,0.1481936012338788
ILH0958,337,236,30021.430267062315,82,0,Irene Lacota Huffman,ILH0958,28,17,20,19,24,1,0,0.1471257612229918
ILJ0526,1089,756,30278.67860422406,12,80,Idola Lana Jarvis,ILJ0526,33,50,23,46,25,1,0,0.09317703527446725
ILR0304,333,52,29666.576576576572,5,0,Ivory Leandra Rogers,ILR0304,20,22,18,46,30,1,0,0.11257107690570234
IMB0481,5006,1847,29942.52337195365,446,0,Isabelle Maggie Benjamin,IMB0481,19,41,38,43,38,1,0,0.10410439003222993
IMG0320,5032,1943,30173.72019077901,945,0,Isabella Marah Graham,IMG0320,37,14,12,24,23,1,0,0.08318146615594418
IMP0530,1008,367,30273.243055555555,17,0,Irma Melanie Patrick,IMP0530,40,17,42,50,32,1,0,0.09671710160246916
IRM0931,4157,2780,30023.17103680539,1050,1063,Ignatius Reese Morton,IRM0931,44,46,33,35,30,1,0,0.027544997331433896
IRT0491,5019,1891,29826.024307631003,537,0,Iris Rhea Terrell,IRT0491,17,30,27,41,32,1,0,0.12815999232633385
IUB0565,2057,891,29939.38599902771,31,0,Isaiah Upton Buchanan,IUB0565,44,39,35,22,30,1,0,0.17342148908185223
IUY0279,3030,2262,30019.30627062706,0,0,Igor Ulric Yang,IUY0279,38,38,17,21,29,1,0,0.16387864802682162
IWM0816,3013,1788,30043.26518420179,650,0,Ira Wyatt Moss,IWM0816,35,42,50,44,28,1,0,0.10417039802962513
IYB0918,3024,684,30234.391203703704,302,0,Illana Yvette Bradshaw,IYB0918,17,21,42,14,30,1,0,0.13853463172812008
JAD0609,4968,4145,29751.0634057971,663,0,Jana Amanda Dorsey,JAD0609,18,23,26,36,33,1,0,0.06747880073320944
JAJ0849,427,274,30380.555035128804,57,87,Jaquelyn Angelica Jimenez,JAJ0849,22,24,23,23,33,1,0,0.12415792229742345
JAM0382,2998,1314,30058.639092728485,451,0,Jena Audrey Malone,JAM0382,25,23,41,17,23,1,0,0.1541744675872453
JAV0361,3659,1462,30021.06067231484,491,0,Joseph Alan Vaughan,JAV0361,36,45,40,45,33,1,0,0.14281707353721595
JBD0616,5030,2655,29879.69741550696,788,0,Jocelyn Brenna Daniels,JBD0616,40,21,25,37,27,1,0,0.13713305774894402
JBM0350,4752,914,30065.5140993266,580,0,Jocelyn Bree Mccray,JBM0350,37,21,12,45,25,1,0,0.11431750260250534
JCC0225,3708,0,29939.31229773463,724,0,Jack Carlos Cannon,JCC0225,47,45,40,15,18,1,0,0.0978387258304198
JCG0316,4986,2962,29950.029482551145,943,0,Josiah Chester Gray,JCG0316,47,36,32,25,33,1,0,0.11761772859976655
JCR0172,5926,3037,30026.18849139386,1130,793,Jaquelyn Cassandra Roberson,JCR0172,43,41,41,39,31,1,0,0.03300927383215091
JCR0289,338,84,30218.05325443787,5,0,Jena Chanda Rollins,JCR0289,32,43,33,33,29,1,0,0.15006758865870645
JCR0770,1003,752,29533.332003988035,108,0,Jared Cameron Rosa,JCR0770,40,47,24,21,27,1,0,0.12722849382740897
JCR0921,3040,1256,30154.74769736842,406,0,Jonas Connor Riddle,JCR0921,47,46,31,40,34,1,0,0.14423795411083867
JCV0245,3039,637,30248.61105626851,462,0,James Cain Vargas,JCV0245,40,44,22,20,27,1,0,0.1697854042638975
JCW0858,4981,1020,30120.03834571371,686,0,Jeanette Cally Whitfield,JCW0858,14,35,22,41,39,1,0,0.10436978017812498
JDB0169,4657,883,30091.151170281297,866,0,Jonah Dakota Bird,JDB0169,20,14,23,48,33,1,0,0.09767915494538282
JDC0030,5071,4003,29954.441530270164,738,1367,Jenna Darrel Charles,JDC0030,31,18,19,21,26,-1,1,-0.023172496164503564
JDF0593,351,72,30288.071225071224,23,12,Jameson Damian Franco,JDF0593,30,45,11,41,29,1,0,0.0964149870204416
JER0404,3022,0,29980.77663798809,457,0,Jeanette Eliana Rivera,JER0404,38,46,18,16,30,1,0,0.16456042902044898
JFC0557,3002,2060,30261.21552298468,29,0,Jade Felicia Caldwell,JFC0557,22,16,23,40,33,1,0,0.11739285860763504
JFC0757,1056,0,29819.945075757576,90,0,Jolene Frances Carey,JFC0757,31,21,38,36,38,1,0,0.13527477163232438
JGM0934,3017,2436,30148.321842890287,806,0,Jared Geoffrey Morin,JGM0934,30,22,41,22,31,1,0,0.14770612020728274
JGT0221,1452,589,29915.671487603307,284,0,Jonathan Gary Terry,JGT0221,45,30,16,40,18,1,0,0.12555409523098138
JHP0583,390,316,30542.010256410256,38,52,Jorden Helen Pierce,JHP0583,37,25,40,42,37,1,0,0.09902291480243319
JIG0128,3030,0,29878.80066006601,460,0,Josephine Indira Garza,JIG0128,25,45,35,18,27,1,0,0.14529548823067934
JIM0095,3677,764,30263.83763937993,786,0,Jane Ignacia Mcdonald,JIM0095,10,18,21,15,35,1,0,0.0974465068647205
JJB0127,2973,0,29869.86915573495,459,0,Jin Jonathan Buckley,JJB0127,26,21,38,30,32,1,0,0.16060709062668477
JJB0700,337,291,30183.637982195847,56,0,Julie Jaime Burns,JJB0700,15,19,39,37,28,1,0,0.13084109404434263
JJH0292,339,227,30116.8790560472,7,2,Jane Justina Hunt,JJH0292,35,23,38,39,28,1,0,0.15929456114156465
JJH0613,5027,3321,30111.392878456336,692,0,Jael Jennifer Hansen,JJH0613,50,30,24,14,26,1,0,0.10899030798315601
JJM0203,1876,1340,29822.658315565037,411,0,Jonathan John Martinez,JJM0203,37,36,18,30,28,1,0,0.17061078383598988
JKB0126,3024,0,29969.665343915345,389,0,Jaden Kylan Buckley,JKB0126,43,24,19,33,28,1,0,0.16735217162123156
JKF0465,403,84,30485.913151364763,58,61,Jerry Kennan Fischer,JKF0465,10,37,12,17,32,1,0,0.05566244980925272
JKJ0698,429,107,30403.48717948718,63,92,Jescie Kristen Jenkins,JKJ0698,16,38,16,22,28,1,0,0.09600587354764117
JKM0303,330,172,29653.24848484849,4,0,Joel Kennan Mccarty,JKM0303,46,10,44,15,35,1,0,0.09222285266085861
JLM0364,3537,765,29900.081424936387,406,0,Jacqueline Latifah Miles,JLM0364,35,22,15,25,37,1,0,0.15133578662683395
JLW0053,4717,0,29752.74941700233,698,0,Jackson Linus Wilkerson,JLW0053,42,41,18,38,31,1,0,0.1409425172032448
JMB0308,2203,831,30247.49977303677,404,0,Jarrod Malik Burris,JMB0308,41,44,34,14,32,1,0,0.148313007460748
JMC0925,3372,2386,29744.96470937129,439,0,Jade Maris Coleman,JMC0925,33,10,23,19,31,1,0,0.1337324009738431
JMD0520,1009,594,29825.70267591675,20,0,Jane Maite Dotson,JMD0520,21,45,16,38,29,1,0,0.12601901608650629
JMH0543,2003,377,29769.810783824265,280,0,Jermaine Mannix Hansen,JMH0543,44,25,37,13,34,1,0,0.14374294456425196
JMK0099,2989,1815,30005.84677149548,658,0,Jakeem Magee Knight,JMK0099,40,37,41,41,25,1,0,0.15976685328839835
JML0909,1010,811,29947.138613861385,0,0,Jenette McKenzie Lynn,JML0909,24,32,39,40,21,1,0,0.12610439873979967
JMW0638,1007,432,29692.445878848062,212,0,Jonah Merritt Wilder,JMW0638,43,21,30,18,30,1,0,0.1553616853772663
JNA0559,3020,0,29977.26688741722,50,0,Justine Nola Adkins,JNA0559,10,10,41,10,31,1,0,0.0821747852439193
JNJ0556,3009,1545,29755.2974410103,26,0,Jaden Nicole Johnston,JNJ0556,43,45,22,33,34,1,0,0.13378598419001264
JOL0024,3640,1366,30163.21236263736,497,0,John Omar Lancaster,JOL0024,50,40,24,21,29,1,0,0.16212908504707035
JOM0750,5045,0,29785.90445986125,663,0,Jonathan Orlando Marsh,JOM0750,35,46,25,40,29,1,0,0.13716422015072932
JPA0667,2980,2048,30057.588590604028,477,0,John Price Atkins,JPA0667,49,42,34,35,27,1,0,0.15459449751375987
JPW0741,4984,0,30172.69823434992,718,0,Josiah Preston Wall,JPW0741,40,38,44,30,33,1,0,0.1363990504984443
JRF0835,339,168,29995.88790560472,46,0,Jessica Rachel Freeman,JRF0835,44,33,18,37,18,1,0,0.11773170601772387
JRG0207,3842,1353,30006.21655387819,683,0,Joseph Raja Gaines,JRG0207,42,37,40,21,27,1,0,0.17357626182082914
JRH0455,51,6,30164.45098039216,7,0,Jeremy Rooney Henderson,JRH0455,19,21,42,20,34,1,0,0.12593071061255712
JRL0574,331,0,31158.62839879154,31,0,Joy Rosalyn Leblanc,JRL0574,19,26,35,47,40,1,0,0.04782274319795499
JRS0362,3689,0,29804.54133911629,611,0,Jackson Rafael Sutton,JRS0362,50,50,14,37,24,1,0,0.11187870030275904
JSA0775,991,760,29922.81735620585,105,0,Julian Samson Allen,JSA0775,50,46,42,19,33,1,0,0.12967860796283603
JSH0330,1049,210,29548.91515729266,204,0,Judith Shaeleigh Hayden,JSH0330,20,16,23,24,28,1,0,0.14192930367931722
JTM0223,1489,995,30497.307588985896,375,0,Jerry Tad Mccall,JTM0223,35,48,20,21,30,1,0,0.1250293210742473
JTS0389,3335,566,29978.406296851572,534,0,Josiah Thaddeus Stewart,JTS0389,31,36,11,44,32,1,0,0.12890930134659306
JXH0493,5008,912,29656.40674920128,584,0,Justin Xerxes Hansen,JXH0493,36,32,23,15,31,1,0,0.13428035940565897
JZD0888,996,0,30272.168674698794,0,0,Jane Zia Day,JZD0888,20,20,30,14,30,1,0,0.13812750646808575
KAC0124,3058,0,29909.22138652714,497,0,Kathleen Aline Chan,KAC0124,33,14,30,18,33,1,0,0.16095947035239766
KAL0395,3021,1388,29949.01357166501,392,0,Kay Alexa Logan,KAL0395,13,24,22,28,29,1,0,0.1485200737520998
KAT0270,3045,2489,30066.23579638752,589,0,Kirby Amity Tyson,KAT0270,21,24,39,23,27,1,0,0.16116051197116038
KAT0489,5023,3321,30066.717101333863,480,0,Katell Amethyst Thornton,KAT0489,22,41,36,23,26,1,0,0.12052667903027253
KBB0189,3719,1507,29958.811777359504,969,0,Kaye Brianna Blair,KBB0189,49,23,16,33,30,1,0,0.11683804799228142
KBC0054,2980,0,30030.823154362417,298,0,Kyla Blythe Carter,KBC0054,42,43,17,41,32,1,0,0.15783995464462486
KBG0549,3365,2030,29760.363447251115,497,0,Kylie Brielle Greer,KBG0549,16,19,37,10,32,1,0,0.10931751563936754
KBL0260,3014,0,30228.652289316524,473,0,Kermit Beau Leach,KBL0260,16,15,48,16,32,1,0,0.10747555011400844
KBP0008,9145,4575,29927.389721159103,2254,0,Kirby Bo Pollard,KBP0008,23,18,40,11,34,-1,1,-0.06753637372063814
KBS0874,5062,3563,29951.893322797318,914,0,Kay Brynne Spears,KBS0874,23,39,37,33,29,1,0,0.10589209034559621
KCB0815,3061,599,29839.639986932376,622,0,Kaden Chastity Briggs,KCB0815,16,40,18,36,31,1,0,0.14398984064892223
KCF0045,3654,1177,29966.67159277504,943,0,Kendall Ciaran Frank,KCF0045,40,39,16,27,31,1,0,0.14941620251674886
KCO0122,3033,1872,29939.500824266404,620,0,Kermit Coby Oliver,KCO0122,30,32,26,38,33,1,0,0.1602609731154963
KCS0173,4679,3098,29892.7991023723,1007,0,Kenyon Chancellor Sharpe,KCS0173,39,20,50,20,30,1,0,0.06371701605452884
KDS0349,4745,0,29857.746680716544,741,0,Kim Dara Sullivan,KDS0349,18,23,20,32,29,1,0,0.1333809570620158
KDT0346,1003,733,29512.930209371883,207,0,Kibo Dolan Turner,KDT0346,36,41,10,22,33,1,0,0.1073422659600276
KES0729,5014,2790,29916.33286796969,698,0,Kylie Elizabeth Santos,KES0729,20,10,24,45,31,1,0,0.08929680218716346
KJA0152,3687,0,30118.10604827773,299,0,Kimberley Joy Anderson,KJA0152,16,16,39,38,34,1,0,0.11928421207950729
KJG0910,991,366,30400.83350151362,0,0,Kermit Jonas Gould,KJG0910,37,10,31,18,29,1,0,0.13888909653254455
KJJ0293,333,316,29943.14714714715,6,0,Kirk Jakeem Joyce,KJJ0293,41,42,23,39,33,1,0,0.15395618074324968
KJM0887,1005,695,30238.216915422887,0,0,Kibo Josiah Murray,KJM0887,31,47,14,16,32,1,0,0.12638623961379242
KJP0371,3700,2713,29843.61945945946,407,0,Kyla Jocelyn Porter,KJP0371,36,21,25,15,30,1,0,0.14338826403237392
KJS0618,5059,1963,30218.49812215853,698,0,Kay Janna Snider,KJS0618,19,15,20,10,37,1,0,0.08409431223743513
KJW0416,3037,0,29920.06387882779,373,0,Katell Jasmine Wiggins,KJW0416,50,46,39,41,30,1,0,0.1304806554290468
KKC0683,3054,0,29881.929927963327,69,0,Kessie Kay Cooper,KKC0683,32,37,37,48,35,1,0,0.12276869798812828
KKS0119,4684,3436,29747.16737830914,1048,0,Kimberley Kiona Sosa,KKS0119,15,28,39,33,27,1,0,0.050577325631421366
KKW0879,5158,1229,29904.63997673517,729,372,Keane Kennan Watts,KKW0879,36,42,21,31,27,1,0,0.1150094002205434
KLH0596,279,85,30431.444444444445,13,0,Kasper Lance Huffman,KLH0596,30,10,35,12,29,1,0,0.11406266039407192
KLM0639,1018,0,29608.37131630648,241,0,Katelyn Lani Murray,KLM0639,20,15,24,40,26,1,0,0.12125730090642128
KMB0922,3027,1726,30161.251734390487,486,0,Keegan Marvin Benson,KMB0922,43,43,17,24,27,1,0,0.17041455467650823
KMS0657,1006,0,30248.97912524851,255,0,Kay Maxine Skinner,KMS0657,17,31,21,17,29,1,0,0.14112236011135137
KMW0545,3025,1839,30083.88859504132,464,0,Keely Mollie Weiss,KMW0545,19,16,18,23,32,1,0,0.14864278907580125
KNB0022,3646,1498,29887.80032912781,883,0,Keane Nicholas Blevins,KNB0022,22,38,45,16,30,1,0,0.1290588370986907
KNG0672,2611,973,29754.761394101875,420,0,Kasimir Nehru Galloway,KNG0672,21,40,18,20,27,1,0,0.14690290192840355
KNW0644,1015,370,30269.34384236453,212,0,Keiko Naida Webb,KNW0644,15,20,23,15,25,1,0,0.12833890563847195
KPC0073,1311,925,29806.74599542334,178,0,Kareem Porter Collins,KPC0073,44,30,11,16,23,1,0,0.1421174732733218
KPP0452,341,130,29569.387096774197,33,0,Kai Penelope Peck,KPP0452,44,46,44,16,19,1,0,0.08952323455544559
KPR0497,5028,3714,29795.256364359582,653,0,Kirk Palmer Rosales,KPR0497,50,43,43,20,29,1,0,0.08713749549895872
KQC0708,336,0,30999.66964285714,56,0,Kevyn Quin Charles,KQC0708,34,18,39,42,23,1,0,0.07765285575427394
KQS0415,3032,1224,30273.4614116095,397,0,Kane Quinlan Stevenson,KQS0415,35,42,13,14,34,1,0,0.1441397649895561
KRG0158,3710,1317,30110.483827493263,934,0,Kenyon Raja Galloway,KRG0158,34,38,42,14,27,1,0,0.14531191227184537
KRL0062,3691,0,30107.255215388785,879,0,Keaton Ronan Leonard,KRL0062,37,16,17,20,33,1,0,0.12608418768182528
KRL0501,3871,0,29971.57220356497,458,0,Kirby Ruby Lyons,KRL0501,18,27,23,28,26,1,0,0.15171420279790154
KRM0541,3022,688,29996.55890138981,385,0,Kimberley Roary Maldonado,KRM0541,40,20,38,36,23,1,0,0.16661679613701647
KRV0372,3711,2410,29972.502559956883,440,0,Kennedy Robert Vega,KRV0372,40,39,25,35,32,1,0,0.17706617196538255
KSH0569,2998,2194,30032.897598398933,49,0,Kameko Signe Harrison,KSH0569,15,39,23,14,22,1,0,0.09453232556022495
KSP0357,2496,1004,29929.71113782051,373,0,Kennedy Shad Parker,KSP0357,41,40,29,19,24,1,0,0.17305561065895486
KSP0966,333,0,28846.273273273277,84,0,Kenneth Steel Porter,KSP0966,42,36,19,24,35,1,0,0.08808145112822424
KTG0091,2992,1022,29931.117312834223,668,0,Kendall Thaddeus Glover,KTG0091,46,41,16,15,29,1,0,0.15953948740326546
KVS0425,3014,1179,29802.257465162576,331,0,Kirestin Vanna Sykes,KVS0425,20,19,21,30,35,1,0,0.15284276505783423
KVT0028,3041,1163,29921.485037816507,454,0,Kessie Vielka Trevino,KVT0028,44,20,35,19,37,1,0,0.1550435168302532
KWC0004,8997,1811,29790.95687451373,1317,0,Kai Wynne Craft,KWC0004,23,38,39,20,27,1,0,0.03922129850218781
KWE0082,3028,1889,30101.321334214004,404,0,Kane Walter Eaton,KWE0082,38,43,19,48,35,1,0,0.13506238533934067
LAF0991,3025,2570,30018.59933884297,610,0,Lucas Ahmed Ferrell,LAF0991,40,39,36,22,34,1,0,0.16734865961309636
LAM0911,4728,1719,29760.40672588833,820,0,Lillith Adena Matthews,LAM0911,42,43,27,38,22,1,0,0.12267380054359672
LAP0338,1420,279,30193.412676056338,326,398,Lynn Adena Pratt,LAP0338,42,23,33,45,31,1,0,0.0820609783430003
LBC0356,3696,2586,30267.594696969696,416,0,Logan Branden Cherry,LBC0356,40,30,40,21,41,1,0,0.11357798326386426
LBF0214,6135,3348,29886.143113284437,1389,1399,Leslie Briar Fields,LBF0214,18,44,18,38,28,-1,1,-0.0627011132712545
LBH0942,3918,793,30037.760336906584,916,914,Lyle Brady Hayes,LBH0942,40,42,23,30,29,1,0,0.06860336721697025
LCB0664,4697,2383,30004.939110070256,526,0,Lysandra Chastity Brennan,LCB0664,16,19,36,24,32,1,0,0.1356933998095154
LCC0819,1413,0,29988.527246992217,381,0,Leslie Cassandra Colon,LCC0819,32,14,11,15,27,1,0,0.12445151522344311
LCD0622,4977,0,30298.42314647378,719,0,Leo Chaney Daugherty,LCD0622,30,26,13,14,26,1,0,0.11261819864397393
LDB0090,3657,730,29909.391577796006,747,0,Lani Dai Beard,LDB0090,40,14,39,41,34,1,0,0.13083209976436705
LDD0560,400,276,30579.6675,7,71,Leslie Denise Dillon,LDD0560,25,43,39,26,35,1,0,0.09487964092329959
LDG0459,332,205,29945.26807228916,39,0,Lacota Dahlia Good,LDG0459,20,41,10,50,34,1,0,0.06977252247882826
LDM0587,335,67,29884.90746268657,26,0,Lila Dana Mcintyre,LDM0587,49,20,23,21,26,1,0,0.1376784868546539
LEM0605,4958,2053,29858.37172246874,656,0,Leo Elmo Monroe,LEM0605,46,50,40,39,26,1,0,0.1106670841375913
LFS0071,3061,0,29831.94903626266,390,0,Lamar Francis Scott,LFS0071,48,31,14,17,25,1,0,0.1390092463932478
LHB0606,1161,514,29817.20844099914,159,0,Louis Hyatt Bruce,LHB0606,37,38,15,27,27,1,0,0.16774657974399876
LHB0967,330,0,29489.512121212123,60,0,Leo Hasad Byrd,LHB0967,37,38,41,47,33,1,0,0.12122115380715598
LHL0309,4981,1605,30044.143344709897,1001,0,Lacota Hilda Lindsey,LHL0309,19,34,27,46,37,1,0,0.0980886567563698
LHN0151,1680,359,29842.465476190475,148,0,Lacota Helen Nash,LHN0151,13,15,19,32,26,1,0,0.12027001817237154
LIM0674,3071,1776,30108.3620970368,570,72,Leah Idola Moran,LIM0674,18,13,35,49,20,1,0,0.06137811273880456
LJB0826,336,164,30141.64583333333,50,0,Laith Jason Britt,LJB0826,38,21,39,15,32,1,0,0.15691541607963522
LJJ0905,1026,688,29878.188109161794,0,0,Lionel Jasper Johnston,LJJ0905,43,36,12,22,30,1,0,0.15192584694702566
LJR0523,480,389,30106.829166666663,8,0,Lavinia Justine Richmond,LJR0523,32,21,11,33,25,1,0,0.1298346924179255
LJT0817,3024,2271,30083.422288359787,611,0,Luke Jacob Talley,LJT0817,39,43,38,39,24,1,0,0.1572385317008827
LLV0602,5058,888,30096.679715302493,764,0,Lee Lacey Velez,LLV0602,36,10,36,37,33,1,0,0.1301388346875511
LMF0980,3690,2699,30183.98970189702,877,0,Leonard Malachi Floyd,LMF0980,42,45,12,44,35,1,0,0.07855752755017598
LNR0656,1015,0,30079.712315270936,229,0,Lacey Nomlanga Rasmussen,LNR0656,25,39,12,30,23,1,0,0.11293785790250638
LNS0989,3037,2264,29994.68719130721,447,0,Lamar Nissim Strickland,LNS0989,34,38,45,30,31,1,0,0.16656071801780864
LOF0311,5030,2085,30130.38827037773,851,0,Lionel Omar Fisher,LOF0311,41,15,36,10,32,1,0,0.09995547411697098
LOM0086,1237,626,30564.4025869038,259,0,Lane Oleg Mclaughlin,LOM0086,18,10,34,23,33,1,0,0.09406122572796188
LPC0492,5075,2632,30017.71862068965,530,0,Lenore Piper Cardenas,LPC0492,30,23,22,30,26,1,0,0.14593176997649
LPH0572,36,39,29516.0,1,0,Lunea Priscilla Hardy,LPH0572,40,13,17,38,36,1,0,0.10290424297090689
LQC0479,2853,0,30039.37504381353,325,0,Leilani Quail Callahan,LQC0479,27,38,34,17,36,1,0,0.14299873141531982
LQP0508,991,549,30558.52270433905,13,0,Lester Quamar Pearson,LQP0508,26,44,21,40,27,1,0,0.11921739783174967
LRR0148,5427,2719,29983.169522756587,1188,671,Libby Rosalyn Richard,LRR0148,21,19,14,14,29,1,0,0.014597646764698324
LRW0970,337,232,30325.516320474777,79,0,Lilah Renee Wagner,LRW0970,10,26,39,22,28,1,0,0.11983159582783637
LTS0860,5096,1026,30198.354788069075,835,0,Leila Tallulah Steele,LTS0860,48,20,29,20,31,1,0,0.13346506058170848
LUR0896,867,200,30090.048442906573,0,0,Leonard Uriel Ramos,LUR0896,15,11,47,43,28,1,0,0.08465167373481947
MAD0496,1727,313,30139.64157498552,199,339,Martin Armand Douglas,MAD0496,34,30,40,42,24,1,0,0.09404459592838244
MAD0753,5049,1699,29838.52129134482,673,0,Mallory Alexis Daniel,MAD0753,50,30,36,41,33,1,0,0.12415751830395683
MAE0331,1022,367,29966.633072407047,171,0,Magee Ashton Evans,MAE0331,36,39,18,12,28,1,0,0.16032107932991285
MAH0149,3720,2546,30192.79758064516,402,0,Myles August Heath,MAH0149,41,39,38,27,40,1,0,0.12569437872991163
MAH0864,5046,1990,29817.77606024574,789,0,Malik Adrian Hebert,MAH0864,30,46,25,20,25,1,0,0.12022901097985589
MAR0955,284,0,29646.665492957745,57,0,Micah Abdul Rojas,MAR0955,36,44,23,44,25,1,0,0.13599579597313127
MAS0025,2706,0,30027.00628233555,390,0,Melissa Ava Stuart,MAS0025,23,14,20,21,23,1,0,0.1391020758269576
MAW0166,4665,0,29858.91446945337,886,0,Meredith Ainsley Wolf,MAW0166,44,16,21,17,34,1,0,0.12485525641839018
MBG0438,2009,844,30243.532603285217,262,0,Melvin Brody Garza,MBG0438,38,17,37,16,29,1,0,0.15860202559581887
MBJ0312,5053,2868,30022.79912923016,1047,0,Meghan Brianna Jensen,MBJ0312,22,45,49,12,26,1,0,0.04366072885040806
MBR0724,338,0,29668.41124260355,52,0,Montana Basia Roberts,MBR0724,33,44,18,35,31,1,0,0.13528184590456388
MBW0809,258,181,29637.96124031008,71,0,Marshall Benjamin Wilcox,MBW0809,43,45,44,18,19,1,0,0.10747437094172252
MCD0125,1542,845,29669.995460440987,221,305,Mallory Charissa Dixon,MCD0125,36,26,50,22,23,1,0,0.0715386144421194
MCF0327,5031,0,29765.574637249058,988,0,Martina Cassandra Fields,MCF0327,39,41,24,44,25,1,0,0.1187845604532013
MCF0600,239,48,29836.138075313807,15,40,Maxwell Clark Faulkner,MCF0600,39,49,13,26,27,1,0,0.11029989398090007
MCJ0324,4982,1707,29984.78823765556,994,0,Melodie Chantale Joyce,MCJ0324,28,20,40,20,36,1,0,0.11076017543436162
MCS0035,4650,0,30132.490322580645,863,0,Mallory Carol Spence,MCS0035,42,17,38,15,33,1,0,0.10924317844904519
MCT0720,337,0,30014.293768545995,57,0,Macey Christen Turner,MCT0720,34,12,20,22,37,1,0,0.12866588808124535
MDH0580,295,240,28833.613559322035,19,0,Morgan Deborah Hoover,MDH0580,41,37,18,40,31,1,0,0.09155514284206434
MDH0686,4020,3422,29893.130348258703,95,946,Maxwell Dante Hutchinson,MDH0686,37,43,31,20,38,1,0,0.00044006484306435834
MDM0625,5341,1088,30130.434750046807,916,0,Melyssa Deirdre Morgan,MDM0625,18,42,36,27,24,1,0,0.11719513827458039
